,Image,Accuracy,F1,Jaccard,Recall,Precision,confusion
691,volume-89_slice_24_0,0.9893379211425781,0.9893379211425781,0.9789008035812017,0.9893379211425781,0.9893379211425781,"[[0. 0.]
 [1. 1.]]"
692,volume-89_slice_251_0,0.9996185302734375,0.9996185302734375,0.9992373514741996,0.9996185302734375,0.9996185302734375,"[[0. 0.]
 [1. 1.]]"
693,volume-89_slice_259_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
694,volume-89_slice_25_0,0.9895439147949219,0.9895439147949219,0.9793042263623837,0.9895439147949219,0.9895439147949219,"[[0. 0.]
 [1. 1.]]"
695,volume-89_slice_279_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
696,volume-89_slice_290_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
697,volume-89_slice_293_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
698,volume-89_slice_304_0,0.9998016357421875,0.9998016357421875,0.999603350165525,0.9998016357421875,0.9998016357421875,"[[0. 0.]
 [1. 1.]]"
699,volume-89_slice_309_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
700,volume-89_slice_316_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
701,volume-89_slice_336_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
702,volume-89_slice_338_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
703,volume-89_slice_340_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
704,volume-89_slice_342_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
705,volume-89_slice_344_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
706,volume-89_slice_358_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
707,volume-89_slice_361_0,0.9999542236328125,0.9999542236328125,0.9999084514563847,0.9999542236328125,0.9999542236328125,"[[0. 0.]
 [1. 1.]]"
708,volume-89_slice_369_0,0.9997100830078125,0.9997100830078125,0.9994203340706277,0.9997100830078125,0.9997100830078125,"[[7.78761062e-01 3.81963675e-06]
 [2.21238938e-01 9.99996180e-01]]"
709,volume-89_slice_379_0,0.9991035461425781,0.9991035461425781,0.9982086981046502,0.9991035461425781,0.9991035461425781,"[[0.78942652 0.        ]
 [0.21057348 1.        ]]"
710,volume-89_slice_381_0,0.9995536804199219,0.9995536804199219,0.9991077590644435,0.9995536804199219,0.9995536804199219,"[[9.07317073e-01 1.14980415e-05]
 [9.26829268e-02 9.99988502e-01]]"
711,volume-89_slice_391_0,0.9991226196289062,0.9991226196289062,0.9982467775008195,0.9991226196289062,0.9991226196289062,"[[9.53002611e-01 4.69508863e-04]
 [4.69973890e-02 9.99530491e-01]]"
712,volume-89_slice_419_0,0.997833251953125,0.997833251953125,0.9956758731995493,0.997833251953125,0.997833251953125,"[[0.9815231  0.00165267]
 [0.0184769  0.99834733]]"
713,volume-89_slice_420_0,0.996734619140625,0.996734619140625,0.993490494296578,0.996734619140625,0.996734619140625,"[[0.98015213 0.00271548]
 [0.01984787 0.99728452]]"
714,volume-89_slice_433_0,0.9829139709472656,0.9829139709472656,0.9664019983272261,0.9829139709472656,0.9829139709472656,"[[0.76905561 0.00254628]
 [0.23094439 0.99745372]]"
715,volume-89_slice_452_0,0.9914321899414062,0.9914321899414062,0.9830099474261508,0.9914321899414062,0.9914321899414062,"[[0.97773167 0.00745096]
 [0.02226833 0.99254904]]"
716,volume-89_slice_45_0,0.9313812255859375,0.9313812255859375,0.8715748290091814,0.9313812255859375,0.9313812255859375,"[[0.98730684 0.06900804]
 [0.01269316 0.93099196]]"
717,volume-89_slice_460_0,0.9844436645507812,0.9844436645507812,0.9693639143271405,0.9844436645507812,0.9844436645507812,"[[0.97166599 0.01438441]
 [0.02833401 0.98561559]]"
718,volume-89_slice_474_0,0.9820785522460938,0.9820785522460938,0.964788151790198,0.9820785522460938,0.9820785522460938,"[[0.95461275 0.01338685]
 [0.04538725 0.98661315]]"
719,volume-89_slice_483_0,0.9868507385253906,0.9868507385253906,0.9740427951248348,0.9868507385253906,0.9868507385253906,"[[0.96446319 0.00864968]
 [0.03553681 0.99135032]]"
720,volume-89_slice_48_0,0.847869873046875,0.847869873046875,0.735915026620401,0.847869873046875,0.847869873046875,"[[0.97365269 0.15293657]
 [0.02634731 0.84706343]]"
721,volume-89_slice_499_0,0.8196449279785156,0.8196449279785156,0.694405393264237,0.8196449279785156,0.8196449279785156,"[[0. 0.]
 [1. 1.]]"
722,volume-89_slice_522_0,0.9832077026367188,0.9832077026367188,0.9669700539494122,0.9832077026367188,0.9832077026367188,"[[0.91391101 0.00592646]
 [0.08608899 0.99407354]]"
723,volume-89_slice_531_0,0.9905776977539062,0.9905776977539062,0.9813312976637668,0.9905776977539062,0.9905776977539062,"[[0.94982095 0.0056772 ]
 [0.05017905 0.9943228 ]]"
724,volume-89_slice_548_0,0.9752769470214844,0.9752769470214844,0.951746859004188,0.9752769470214844,0.9752769470214844,"[[0. 0.]
 [1. 1.]]"
725,volume-89_slice_556_0,0.9977188110351562,0.9977188110351562,0.9954480060287278,0.9977188110351562,0.9977188110351562,"[[0.60786885 0.        ]
 [0.39213115 1.        ]]"
726,volume-89_slice_561_0,0.9989814758300781,0.9989814758300781,0.9979650243320592,0.9989814758300781,0.9989814758300781,"[[0. 0.]
 [1. 1.]]"
727,volume-89_slice_562_0,0.9978103637695312,0.9978103637695312,0.9956302956021286,0.9978103637695312,0.9978103637695312,"[[0. 0.]
 [1. 1.]]"
728,volume-89_slice_569_0,0.9968490600585938,0.9968490600585938,0.993717914591018,0.9968490600585938,0.9968490600585938,"[[0. 0.]
 [1. 1.]]"
729,volume-89_slice_56_0,0.9975433349609375,0.9975433349609375,0.9950987107478272,0.9975433349609375,0.9975433349609375,"[[0. 0.]
 [1. 1.]]"
730,volume-89_slice_573_0,0.9967308044433594,0.9967308044433594,0.993482914513633,0.9967308044433594,0.9967308044433594,"[[0. 0.]
 [1. 1.]]"
731,volume-89_slice_576_0,0.9946365356445312,0.9946365356445312,0.9893302978561943,0.9946365356445312,0.9946365356445312,"[[0. 0.]
 [1. 1.]]"
732,volume-89_slice_584_0,0.9921417236328125,0.9921417236328125,0.9844059893112898,0.9921417236328125,0.9921417236328125,"[[0. 0.]
 [1. 1.]]"
733,volume-89_slice_5_0,0.827392578125,0.827392578125,0.7056006662502603,0.827392578125,0.827392578125,"[[1.         0.17264364]
 [0.         0.82735636]]"
734,volume-89_slice_601_0,0.983489990234375,0.983489990234375,0.9675162868894293,0.983489990234375,0.983489990234375,"[[0. 0.]
 [1. 1.]]"
735,volume-89_slice_606_0,0.987518310546875,0.987518310546875,0.9753443650721886,0.987518310546875,0.987518310546875,"[[0. 0.]
 [1. 1.]]"
736,volume-89_slice_608_0,0.9865760803222656,0.9865760803222656,0.9735077899444032,0.9865760803222656,0.9865760803222656,"[[0. 0.]
 [1. 1.]]"
737,volume-89_slice_60_0,0.9964752197265625,0.9964752197265625,0.9929752003284322,0.9964752197265625,0.9964752197265625,"[[0. 0.]
 [1. 1.]]"
738,volume-89_slice_625_0,0.9719390869140625,0.9719390869140625,0.9454100185528757,0.9719390869140625,0.9719390869140625,"[[0. 0.]
 [1. 1.]]"
739,volume-89_slice_638_0,0.9655227661132812,0.9655227661132812,0.933343658502408,0.9655227661132812,0.9655227661132812,"[[0. 0.]
 [1. 1.]]"
740,volume-89_slice_646_0,0.9639320373535156,0.9639320373535156,0.9303752959326065,0.9639320373535156,0.9639320373535156,"[[0. 0.]
 [1. 1.]]"
741,volume-89_slice_648_0,0.9658660888671875,0.9658660888671875,0.9339855104540156,0.9658660888671875,0.9658660888671875,"[[0. 0.]
 [1. 1.]]"
742,volume-89_slice_661_0,0.9652671813964844,0.9652671813964844,0.9328661119487998,0.9652671813964844,0.9652671813964844,"[[0. 0.]
 [1. 1.]]"
743,volume-89_slice_66_0,0.9969902038574219,0.9969902038574219,0.9939984710933965,0.9969902038574219,0.9969902038574219,"[[0. 0.]
 [1. 1.]]"
744,volume-89_slice_671_0,0.97052001953125,0.97052001953125,0.9427284045769846,0.97052001953125,0.97052001953125,"[[0. 0.]
 [1. 1.]]"
745,volume-89_slice_674_0,0.9695892333984375,0.9695892333984375,0.9409735076781827,0.9695892333984375,0.9695892333984375,"[[0. 0.]
 [1. 1.]]"
746,volume-89_slice_681_0,0.9712753295898438,0.9712753295898438,0.9441547943072005,0.9712753295898438,0.9712753295898438,"[[0. 0.]
 [1. 1.]]"
747,volume-89_slice_700_0,0.9983596801757812,0.9983596801757812,0.9967247328372192,0.9983596801757812,0.9983596801757812,"[[0. 0.]
 [1. 1.]]"
748,volume-89_slice_706_0,0.9993743896484375,0.9993743896484375,0.998749561584092,0.9993743896484375,0.9993743896484375,"[[0. 0.]
 [1. 1.]]"
749,volume-89_slice_718_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
750,volume-89_slice_745_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
751,volume-89_slice_754_0,0.9996910095214844,0.9996910095214844,0.9993822099342168,0.9996910095214844,0.9996910095214844,"[[0. 0.]
 [1. 1.]]"
752,volume-89_slice_81_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
753,volume-89_slice_87_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
754,volume-89_slice_96_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
755,volume-8_slice_106_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
756,volume-8_slice_114_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
757,volume-8_slice_119_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
758,volume-8_slice_135_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
759,volume-8_slice_138_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
760,volume-8_slice_139_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
761,volume-8_slice_140_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
762,volume-8_slice_141_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
763,volume-8_slice_151_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
764,volume-8_slice_16_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
765,volume-8_slice_180_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
766,volume-8_slice_182_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
767,volume-8_slice_196_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
768,volume-8_slice_204_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
769,volume-8_slice_221_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
770,volume-8_slice_222_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
771,volume-8_slice_230_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
772,volume-8_slice_235_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
773,volume-8_slice_238_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
774,volume-8_slice_240_0,0.9997787475585938,0.9997787475585938,0.9995575930008161,0.9997787475585938,0.9997787475585938,"[[0. 0.]
 [1. 1.]]"
775,volume-8_slice_247_0,0.9999542236328125,0.9999542236328125,0.9999084514563847,0.9999542236328125,0.9999542236328125,"[[0. 0.]
 [1. 1.]]"
776,volume-8_slice_254_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
777,volume-8_slice_256_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
778,volume-8_slice_25_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
779,volume-8_slice_262_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
780,volume-8_slice_268_0,1.0,1.0,1.0,1.0,1.0,"[[0. 0.]
 [0. 1.]]"
